date,high,low,open,close,volume,quoteVolume,weightedAverage
2015-02-19,244.0,225.0,225.0,244.0,46.27631267,0.19311748,239.62777823
2015-02-20,245.0,240.25,240.25011809,240.25,55.894897,0.23042935,242.56847926
2015-02-21,245.0,245.0,245.0,245.0,14.72223865,0.06009077,245.0
2015-02-22,249.0,235.0,245.0,235.0,129.12124785,0.53905499,239.53260845
2015-02-23,235.001,235.0,235.00000236,235.0,96.56756248,0.41092569,235.00006166
2015-02-24,239.75,235.0,235.0,239.75,149.15439319,0.6267486999999999,237.98117682
2015-02-25,239.75,237.75,239.75,237.75,221.58409525,0.92755033,238.89172165
2015-02-26,239.79999999,237.75,237.75,238.5,0.15548793,0.00065026,239.11656336
2015-02-27,249.0,238.49999999,238.49999999,249.0,383.75542307,1.58903736,241.5018254
2015-02-28,251.0,240.0,240.0,240.00006025,17.14733576,0.07133012,240.39404068
2015-03-01,251.0,240.0001205,240.0001205,251.0,0.31771523,0.00126983,250.20296503
2015-03-02,269.0,251.0,252.0,269.0,98.06380478,0.37903175,258.72187431
2015-03-03,274.5,255.0,268.0,267.21999999,442.98306981,1.66949245,265.33996593
2015-03-04,280.00000001,258.87499998,258.87499998,280.0,245.88902268,0.8789595,279.75011668
2015-03-05,280.89,257.0,257.0,257.00012,117.44068512,0.44629752,263.14438207
2015-03-06,271.00199999,260.0,269.00014063,260.0,84.1979488,0.31727545,265.37807701
2015-03-07,260.00000522,260.00000522,260.00000522,260.00000522,0.18199479999999998,0.00069998,260.00000522
2015-03-08,275.002,260.000031,265.0,260.00003101,30.90034888,0.11875025,260.21291648
2015-03-09,285.0,260.00003101,260.00003101,264.00000533,128.36703757,0.45868191,279.86069382
2015-03-10,291.0,264.00006385,264.00006385,291.0,54.9617595,0.19129599,287.31265878
2015-03-11,292.95011129,276.00000001,279.00010602,276.00000001,42.51193654,0.14928741,284.76571831
2015-03-12,289.00010602,276.0,289.00010602,276.00000112,2.90989245,0.01053624,276.17940134
2015-03-13,300.99999959,275.11000009,276.00000111,275.11000009,57.61315621,0.20189675,285.35950289
2015-03-14,275.1100001,275.1,275.1100001,275.10000036,48.31005732,0.1756038,275.1082683
2015-03-15,282.10800036,275.1,275.10000036,282.10800036,29.45410779,0.10697229999999999,275.34331594
2015-03-16,300.9999995,275.0,300.9999995,275.0,25.56468549,0.08825293000000001,289.6752039
2015-03-17,275.00000003,275.00000003,275.00000003,275.00000003,0.00903375,3.2850000000000006e-05,275.00000003
2015-03-18,282.00000001,262.09000001,275.00000009,262.09000001,164.91127158,0.62280734,264.78697503
2015-03-19,267.01000006,248.82158047,267.01000006,264.84631516,713.90420443,2.77190586,257.54994595
2015-03-20,267.97667574,254.82343263,254.89895127,263.56083094,132.72576304,0.5046607200000001,262.99998749
2015-03-21,263.56083094,254.69135706,263.56083094,263.19298262,201.15512365,0.76562951,262.73167508
2015-03-22,267.51684843,263.77341,265.13784797,267.51684843,64.37844695,0.24320938,264.70379947
2015-03-23,274.29809789,260.67351138,270.32946018,260.67351138,61.85038999,0.23057338,268.24601344
2015-03-24,271.59604827,242.5255,263.01895538,242.52550736,490.1802634,1.90770985,256.94696885
2015-03-25,273.0,247.47551488,272.99999999,247.47551488,90.86237357,0.34826799,260.89786078
2015-03-26,251.36855193,242.5255,251.36855193,242.5255,2.29937799,0.009479920000000001,242.5524678
2015-03-27,253.3527,242.91750001,253.22011045,253.3527,0.66353649,0.0026233800000000002,252.93190349
2015-03-28,258.88067929,243.6819,243.68190247,248.72849578,7.06152934,0.027591710000000002,255.92938406
2015-03-29,252.0705,247.96933001,252.0705,247.96933001,8.52654866,0.033829240000000003,252.04671073
2015-03-30,254.35279355,242.52550001,242.52550001,254.35279355,29.65461869,0.12121748,244.63978869
2015-03-31,253.7301,242.5255,253.5414,249.33852966,28.4810826,0.11651188,244.44788463
2015-04-01,250.0,239.87000019,239.87000019,249.0,14.48312746,0.05824355,248.66491599
2015-04-02,255.0,229.00000001,245.47586455,255.0,62.12227939,0.24776058,250.73512258
2015-04-03,255.0,253.5,253.5,255.0,27.37145069,0.10763314,254.30318858
2015-04-04,254.42717667,248.9973997,252.58700541,254.42717667,184.24982176,0.7286022999999999,252.881197
2015-04-05,262.66977114,252.07634469,252.07634469,254.69622183,125.3818785,0.48741272,257.23965206
2015-04-06,254.69622183,254.69622183,254.69622183,254.69622183,0.0,0.0,254.69622183
2015-04-07,257.80755,252.10286502,253.88325,253.116,366.91079197,1.4386370099999999,255.0405623
2015-04-08,268.0,245.691,251.4816875,248.28703147,396.66497159,1.53986556,257.59714477
2015-04-09,269.0,240.88000001,245.55949496,269.0,910.71756702,3.72671881,244.37517651
2015-04-10,249.89999998,99.00000007,243.55500001,236.195,447.02395048,1.91591794,233.32103173
2015-04-11,249.89999997,230.10000001,233.1575,234.8725,2872.85547934,12.05794901,238.2540743
2015-04-12,235.735,230.10000001,234.8725,232.05,1952.86838181,8.32683509,234.5270875
2015-04-13,245.99999999,230.10000001,232.05,245.99999987,91.93343856,0.38671162000000003,237.73125453
2015-04-14,234.000076,213.7184,234.000076,219.90926541,373.40081642,1.6495125,226.37040726
2015-04-15,225.1395,217.69520791,219.90926541,225.1293,100.65758018,0.45677876,220.36396829
2015-04-16,229.57789808,221.29080708,226.26174864,229.57789808,266.68959913,1.20141162,221.98020619
2015-04-17,226.62358212,222.9346875,224.7876,223.48807719,45.82083968,0.20537216,223.1112517
2015-04-18,221.65615001,221.5,221.65615001,221.5,44.30036632,0.2,221.5018316
2015-04-19,225.5,223.57789808,225.5,223.57789808,21.87361402,0.09700051,225.49998989
2015-04-20,229.5051,223.57789808,223.57789808,223.57789808,13.07389511,0.05829992,224.25236804
2015-04-21,233.0,223.57789808,223.57789808,229.7512,31.42439658,0.13616264,230.78574698
2015-04-22,238.374,230.5666,238.374,230.5666,36.92635588,0.15776037,234.0661085
2015-04-23,238.374,229.6777,230.5666,231.55429753,70.24516087,0.30440246,230.76410379
2015-04-24,235.49749476,223.57789808,231.6475,235.0896,1.9445973699999999,0.00845799,229.91246977
2015-04-25,233.0649,223.57789808,223.57789808,223.57789808,1.4623462,0.00644434,226.91946737
2015-04-26,223.57789808,206.56436228,223.57789808,212.1681,555.12722339,2.62272233,211.66069204
2015-04-27,219.01,214.2427,219.00999999,219.01,390.55060327,1.78325767,219.00963043
2015-04-28,227.0,227.0,227.0,227.0,0.05964652,0.00026276,227.0
2015-04-29,227.0,227.0,227.0,227.0,4.99999961,0.02202643,227.0
2015-04-30,255.0,227.0,227.0,241.997374,389.75127612,1.60274561,243.17725388
2015-05-01,243.432375,233.1665,241.997374,233.1665,26.83685811,0.11091213,241.96504125
2015-05-02,235.0,235.0,235.0,235.0,3.538395,0.015057,235.0
2015-05-03,239.4042,235.0,235.0,239.4042,92.86170078,0.39136386,237.27714864
2015-05-04,239.4042,233.99829863,235.52829126,233.99829863,48.37681151,0.20514409,235.81869463
2015-05-05,233.1763,229.6875,233.1763,231.0154,1.16104856,0.00502193,231.19568844
2015-05-06,240.0,225.0,229.7414,225.0,0.26766011,0.00114772,233.21029237
2015-05-07,226.0,225.0,226.0,225.0,0.06254532,0.00027739999999999997,225.46979091
2015-05-08,249.53240001,240.0,240.0,249.53240001,29.08440758,0.12098257,240.40163458
2015-05-09,249.53240001,238.5565,239.806,238.5565,115.36779752,0.47470879,243.02856816
2015-05-10,246.25,246.25,246.25,246.25,0.464723,0.0018872,246.25
2015-05-11,246.25,225.0,225.0,241.1937,133.68748296,0.5570807999999999,239.97862242
2015-05-12,244.90444044,239.07113593,239.07113593,244.90444044,5.19530753,0.02154152,241.17645969
2015-05-13,239.39988755,239.39988755,239.39988755,239.39988755,0.10212799,0.00042659999999999996,239.39988755
2015-05-14,249.53240001,236.01,240.77139588,243.26620001,318.9187259,1.31297869,242.89710741
2015-05-15,254.0,237.005,243.26620001,243.31250001,34.76105879,0.14235369,244.18797152
2015-05-16,252.99999999,243.31250001,244.0,243.5,115.80995806,0.47456153,244.0357061
2015-05-17,249.99999999,243.31250001,243.5,243.31250001,44.42495523,0.18244941,243.49190951
2015-05-18,245.5,235.00000001,240.5,242.42424242,31.34106169,0.12880729999999999,243.31743382
2015-05-19,260.0,230.5,242.00000017,243.99999999,20339.31806626,85.65301702,237.46178212
2015-05-20,243.99999999,232.00000002,240.00000001,232.52023435,21723.68279538,89.79940427,241.91343998
2015-05-21,233.14749997,230.83999767,233.14749997,232.52549999,9008.53353363,38.74573197,232.50389334
2015-05-22,237.40539423,232.52549999,232.52549999,236.50775007,69.01840017,0.29279121,235.72565643
2015-05-23,242.0,235.6075675,239.99999999,241.78343249,26.57979491,0.11015718000000001,241.28971818
2015-05-24,243.0,235.65603177,241.95,243.0,32.50679829,0.1346827,241.35838007
2015-05-25,242.0,234.15866811,236.92205,234.947125,23.09186949,0.09768836,236.38301939
2015-05-26,241.6212575,234.326575,240.0,235.32585376,72.35565596,0.30192259,239.64969287
2015-05-27,241.0,235.66789119,235.66789119,239.8186175,10.55710102,0.04425466,238.5534321
2015-05-28,241.72665748,236.913,240.0,237.7,271.72154245,1.12910599,240.651936
2015-05-29,243.0,237.34458299,238.51,237.35460214,142.42675822,0.59893136,237.80147064
2015-05-30,237.99999999,234.326575,237.35466667,234.326575,10.13073056,0.04284466,236.452584
2015-05-31,240.99999999,233.00000001,234.326575,233.00000001,37.80401453,0.16125151000000001,234.44130563
2015-06-01,239.9799959,231.33781455,233.00000001,231.33781455,75.92108586,0.32609443,232.81932741
2015-06-02,234.99999967,223.0,230.83999762,232.9999998,157.29018026,0.68955954,228.10239165
2015-06-03,232.99999995,224.00000001,225.00000354,232.99999995,64.01656863,0.28188403,227.1025025
2015-06-04,229.0,225.0,229.0,225.0,13.93599046,0.06099114,228.49204753
2015-06-05,229.0,225.00000001,225.00000001,229.0,8.14584367,0.036011510000000004,226.20111376
2015-06-06,227.00000008,224.00001675,224.00001675,226.99999844,23.68322609,0.10459579000000001,226.42618875
