code,language,region,quoteType,triggerable,currency,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,tradeable,priceHint,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,firstTradeDateMilliseconds,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,marketState,epsTrailingTwelveMonths,epsForward,price,dividendDate
1612.HK,en-US,US,EQUITY,False,HKD,637649984.0,0.553,0.8085714,-0.048571408,-0.06007065,0.6633099,0.09669012,0.14576915,484613984.0,,1.3743219,15,0,False,3,HKG,VINCENT MED,Vincent Medical Holdings Limited,finmb_368130031,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.03999996,5.55555,1589789320,0.76,0.76,0.72 - 0.76,0.72,1468373400000.0,3096000.0,0.72,0.74,0.76,0.0,0.0,HKSE,HKD,0.72,7260901.0,2068000.0,0.26,0.52,0.5 - 1.15,-0.39,-0.33913043,0.5,1.15,1553266740.0,1553266740.0,1553266740.0,0.011,,0.015277777,PREPRE,,,0.76,
1613.HK,en-US,US,EQUITY,False,HKD,1032360000.0,0.111,0.69,-0.089999974,-0.13043475,0.30125353,0.2987465,0.991678,619416000.0,,5.4054055,15,0,False,3,HKG,SYNERTONE,Synertone Communication Corporation,finmb_183397307,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.01000005,1.6949238,1589788145,0.6,0.61,0.55 - 0.61,0.55,1334712600000.0,425600.0,0.59,0.55,0.6,0.0,0.0,HKSE,HKD,0.56,1449628.0,295466.0,0.55300003,11.765959,0.047 - 0.95,-0.34999996,-0.36842102,0.047,0.95,1561733940.0,1561733940.0,1561733940.0,0.002,2.3622048,0.003389831,PREPRE,0.254,,0.6,
1616.HK,en-US,US,EQUITY,False,HKD,1416909952.0,0.126,0.95,-0.089999974,-0.094736814,1.1494366,-0.28943658,-0.25180733,1218542592.0,,6.825397,15,0,False,3,HKG,STARRISE MEDIA,Starrise Media Holdings Limited,finmb_212639582,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.00999999,1.1764694,1589789320,0.86,0.95,0.83 - 0.95,0.83,1342056600000.0,3256000.0,0.85,0.86,0.91,0.0,0.0,HKSE,CNY,0.85,1068343.0,2674666.0,0.13999999,0.19444442,0.72 - 1.35,-0.49,-0.36296296,0.72,1.35,1553871540.0,1553871540.0,1553871540.0,,31.848314,,PREPRE,0.027003,,0.86,
1617.HK,en-US,US,EQUITY,False,HKD,1120000000.0,0.106,2.7528572,-0.46285725,-0.16813703,3.656338,-1.366338,-0.3736903,2564800000.0,,21.603773,15,0,False,3,HKG,NANFANG COMM,Nanfang Communication Holdings Limited,finmb_410581847,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.07999992,-3.3755243,1589780218,2.29,2.33,2.22 - 2.33,2.22,1481506200000.0,8000.0,2.37,2.15,2.18,0.0,0.0,HKSE,CNY,2.22,330687.0,26666.0,0.22000003,0.10628021,2.07 - 4.96,-2.67,-0.5383065,2.07,4.96,1553612340.0,1553612340.0,1553612340.0,0.009,,0.0037974683,PREPRE,,,2.29,
1618.HK,en-US,US,EQUITY,False,HKD,2871000064.0,0.612,1.3428571,-0.06285715,-0.04680852,1.5475352,-0.2675352,-0.17287828,26526205952.0,3.6571429,2.0915031,15,0,False,3,HKG,MCC,Metallurgical Corporation of China Ltd.,finmb_59053378,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589789320,1.28,1.31,1.28 - 1.31,1.28,1253755800000.0,30840480.0,1.28,1.27,1.28,0.0,0.0,HKSE,CNY,1.29,9477500.0,21178311.0,0.0,0.0,1.28 - 2.17,-0.8900001,-0.41013828,1.28,2.17,,,,0.01,4.2422733,0.0078125,PREPRE,0.301725,0.35,1.28,
1622.HK,en-US,US,EQUITY,False,HKD,3551610112.0,0.174,3.5525715,0.0074284077,0.0020909945,3.8056338,-0.24563384,-0.06454479,12643731456.0,,20.45977,15,0,False,3,HKG,REDCO GROUP,Redco Properties Group Limited,finmb_253959758,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.029999971,-0.83565384,1589789320,3.56,3.65,3.54 - 3.65,3.54,1391045400000.0,19628000.0,3.59,3.56,3.58,0.0,0.0,HKSE,CNY,3.6,7099903.0,19793883.0,0.56999993,0.19063543,2.99 - 5.19,-1.6300001,-0.31406552,2.99,5.19,,,,0.008,12.229769,0.0022284123,PREPRE,0.291093,,3.56,
1623.HK,en-US,US,EQUITY,False,HKD,1696440064.0,0.294,0.37514284,-0.020142853,-0.053693824,0.6582042,-0.3032042,-0.46065372,602236224.0,2.21875,1.2074829,15,0,False,3,HKG,HILONG,Hilong Holding Limited,finmb_112265439,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589789320,0.355,0.355,0.34 - 0.355,0.34,1303349400000.0,953000.0,0.355,0.35,0.355,0.0,0.0,HKSE,CNY,0.34,4537051.0,1769000.0,0.065,0.22413793,0.29 - 0.96,-0.605,-0.6302084,0.29,0.96,1585493940.0,1585493940.0,1585493940.0,0.001,3.0486758,0.0028169015,PREPRE,0.116444,0.16,0.355,
1626.HK,en-US,US,EQUITY,False,HKD,300000000.0,0.101,1.3,0.0,0.0,1.4752817,-0.17528176,-0.118812405,390000000.0,,12.871286,15,0,False,3,HKG,JIA YAO HLDGS,Jia Yao Holdings Limited,finmb_265536704,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1588921501,1.3,1.3,1.28 - 1.3,1.28,1403832600000.0,418000.0,1.3,1.04,1.3,0.0,0.0,HKSE,CNY,1.28,13312.0,69666.0,0.26999998,0.26213592,1.03 - 1.97,-0.6700001,-0.34010157,1.03,1.97,1553871540.0,1553871540.0,1553871540.0,,108.432724,,PREPRE,0.011989,,1.3,
1627.HK,en-US,US,EQUITY,False,HKD,2000000000.0,0.655,0.338,-0.018000007,-0.05325446,0.41292253,-0.09292254,-0.22503625,640000000.0,,0.48854962,15,0,False,3,HKG,ABLE ENG HLDGS,Able Engineering Holdings Limited,finmb_415639076,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.004999995,-1.5384601,1589788007,0.32,0.32,0.31 - 0.32,0.31,1487640600000.0,32000.0,0.325,0.315,0.32,0.0,0.0,HKSE,HKD,0.32,81823.0,58000.0,0.00999999,0.032258034,0.31 - 0.51,-0.19,-0.37254903,0.31,0.51,,,,0.04,,0.12307692,PREPRE,,,0.32,
1628.HK,en-US,US,EQUITY,False,HKD,5221550080.0,0.609,3.2405715,0.1594286,0.049197678,3.6745071,-0.27450705,-0.07470582,17753270272.0,,5.582923,15,0,False,3,HKG,YUZHOU PPT,Yuzhou Properties Company Limited,finmb_78346186,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.00999999,0.29498497,1589789320,3.4,3.48,3.38 - 3.48,3.38,1257125400000.0,5806519.0,3.39,3.4,3.42,0.0,0.0,HKSE,CNY,3.39,8405729.0,7811331.0,0.8200002,0.31782952,2.58 - 4.45,-1.0499997,-0.235955,2.58,4.45,,,,0.041,4.285219,0.012094395,PREPRE,0.793425,,3.4,
1629.HK,en-US,US,EQUITY,False,HKD,500000000.0,,3.9237144,0.16628575,0.042379677,4.2669015,-0.17690134,-0.041458968,2045000064.0,,,15,0,False,3,HKG,CHAMP ALLI INTL,Champion Alliance International Holdings Limited,finmb_409724522,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.10000014,2.5062692,1589788700,4.09,4.09,1.15 - 4.09,1.15,1480037400000.0,28000.0,3.99,3.25,4.1,0.0,0.0,HKSE,CNY,4.0,1000.0,0.0,2.94,2.556522,1.15 - 7.2,-3.1099997,-0.4319444,1.15,7.2,1553785140.0,1553785140.0,1553785140.0,,,,PREPRE,,,4.09,
1630.HK,en-US,US,EQUITY,False,HKD,1500000000.0,0.117,0.072,-0.0059999973,-0.0833333,0.09037324,-0.02437324,-0.26969534,99000000.0,,0.5641026,15,0,False,3,HKG,KIN SHING HLDGS,Kin Shing Holdings Limited,finmb_431422364,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.001000002,-1.4925404,1589782368,0.066,0.067,0.062 - 0.067,0.062,1497576600000.0,1338000.0,0.067,0.063,0.066,0.0,0.0,HKSE,HKD,0.067,1809312.0,364000.0,0.0040000007,0.06451614,0.062 - 0.224,-0.158,-0.70535713,0.062,0.224,1561561140.0,1561561140.0,1561561140.0,,,,PREPRE,,,0.066,
1631.HK,en-US,US,EQUITY,False,HKD,256000000.0,0.94,0.5197143,-0.059714288,-0.114898294,0.5847183,-0.12471828,-0.21329635,117760000.0,,0.4893617,15,0,False,3,HKG,REF HOLDINGS,REF Holdings Limited,finmb_311612137,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589270394,0.46,0.5,0.445 - 0.5,0.445,1443144600000.0,420000.0,0.46,0.405,0.46,0.0,0.0,HKSE,HKD,0.5,49531.0,77500.0,0.07500002,0.19480525,0.385 - 0.8,-0.34,-0.425,0.385,0.8,1551455940.0,1551455940.0,1551455940.0,,,,PREPRE,,,0.46,
1632.HK,en-US,US,EQUITY,False,HKD,858918016.0,0.176,0.5195714,0.04042858,0.0778114,0.47295773,0.08704227,0.18403816,480994080.0,,3.1818182,15,0,False,3,HKG,MSCTECH,Minshang Creative Technology Holdings Limited,finmb_409048296,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589788635,0.56,0.56,0.53 - 0.56,0.53,1480383000000.0,156000.0,0.56,0.53,0.56,0.0,0.0,HKSE,HKD,0.55,879420.0,114333.0,0.22,0.6470588,0.34 - 1.48,-0.92,-0.6216216,0.34,1.48,,,,,,,PREPRE,,,0.56,
1633.HK,en-US,US,EQUITY,False,HKD,684750016.0,0.247,0.18828571,-0.02728571,-0.14491652,0.21252112,-0.051521122,-0.24242824,110244752.0,,0.65182185,15,0,False,3,HKG,SHEUNG YUE GP,Sheung Yue Group Holdings Limited,finmb_403885810,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589786569,0.161,0.161,0.161 - 0.161,0.161,1478827800000.0,243000.0,0.161,0.16,0.18,0.0,0.0,HKSE,HKD,0.161,314437.0,107500.0,0.031000003,0.23846157,0.13 - 0.395,-0.23400001,-0.5924051,0.13,0.395,1561647540.0,1561647540.0,1561647540.0,,,,PREPRE,-0.0662,,0.161,
1635.HK,en-US,US,EQUITY,False,HKD,533643008.0,0.363,2.4348571,0.015142918,0.006219222,2.4537325,-0.0037324429,-0.0015211287,12334084096.0,,6.7493114,15,0,False,3,HKG,DZUG,"Shanghai Dazhong Public Utilities(Group) Co.,Ltd.",finmb_879470,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.00999999,0.40983567,1589788172,2.45,2.46,2.41 - 2.46,2.41,1480901400000.0,179000.0,2.44,2.45,2.46,0.0,0.0,HKSE,CNY,2.44,168125.0,170666.0,0.18000007,0.07929518,2.27 - 3.59,-1.1399999,-0.31754872,2.27,3.59,,,,0.009,,0.0036885242,PREPRE,,,2.45,
1636.HK,en-US,US,EQUITY,False,HKD,2631600128.0,0.101,2.926,-0.12600017,-0.043062255,3.1360564,-0.33605647,-0.10715894,7368480256.0,,27.72277,15,0,False,3,HKG,CMRU,China Metal Resources Utilization Limited,finmb_256717288,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.09000015,-3.114192,1589789320,2.8,2.9,2.73 - 2.9,2.73,1392946200000.0,2212000.0,2.89,2.8,2.83,0.0,0.0,HKSE,CNY,2.9,485190.0,1052000.0,0.099999905,0.037037,2.7 - 4.27,-1.47,-0.3442623,2.7,4.27,1553785140.0,1553785140.0,1553785140.0,0.004,29.193426,0.0013840831,PREPRE,0.095912,,2.8,
1637.HK,en-US,US,EQUITY,False,HKD,400000000.0,0.619,0.294,0.0009999871,0.0034013167,0.3722535,-0.07725352,-0.20752932,117999992.0,,0.47657508,15,0,False,3,HKG,SH GROUP HLDG,SH Group (Holdings) Limited,finmb_413537409,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1588925285,0.295,0.3,0.3 - 0.3,0.3,1483407000000.0,2000.0,0.295,0.275,0.3,0.0,0.0,HKSE,HKD,0.3,127312.0,333.0,0.024999976,0.0925925,0.27 - 0.495,-0.20000002,-0.40404043,0.27,0.495,,,,0.014,,0.04745763,PREPRE,,,0.295,
1638.HK,en-US,US,EQUITY,False,HKD,6094230016.0,0.516,2.9362857,0.08371425,0.028510252,3.2828872,-0.26288724,-0.08007806,18404575232.0,,5.8527136,15,0,False,3,HKG,KAISA GROUP,Kaisa Group Holdings Ltd.,finmb_59402337,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.03999996,-1.3071883,1589789320,3.02,3.08,2.97 - 3.08,2.97,1260322200000.0,13981000.0,3.06,3.02,3.03,0.0,0.0,HKSE,CNY,3.06,17159409.0,14421843.0,0.8799999,0.4112149,2.14 - 4.17,-1.1500001,-0.2757794,2.14,4.17,,,,0.015,3.5746837,0.004901961,PREPRE,0.84483,,3.02,
1639.HK,en-US,US,EQUITY,False,HKD,1538240000.0,0.824,0.9697143,0.030285716,0.031231588,1.1693662,-0.16936624,-0.14483592,1538240000.0,,1.2135923,15,0,False,3,HKG,AKM INDUSTRIAL,AKM Industrial Company Limited,finmb_11520629,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.00999999,1.0101,1589785096,1.0,1.04,0.98 - 1.04,0.98,1092792600000.0,220000.0,0.99,0.98,1.0,0.0,0.0,HKSE,HKD,1.0,403867.0,78333.0,0.16000003,0.19047622,0.84 - 1.53,-0.53,-0.3464052,0.84,1.53,1552921140.0,1552921140.0,1552921140.0,0.01,,0.01010101,PREPRE,,,1.0,
1647.HK,en-US,US,EQUITY,False,HKD,1030540032.0,0.036,0.23617142,0.023828566,0.10089521,0.39375353,-0.13375354,-0.33968848,267940400.0,,7.2222223,15,0,False,3,HKG,GRANDSHORES,Grandshores Technology Group Limited,finmb_423275645,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.0150000155,-5.4545507,1589788678,0.26,0.27,0.245 - 0.27,0.245,1490837400000.0,7320000.0,0.275,0.26,0.265,0.0,0.0,HKSE,SGD,0.265,4494160.0,13885000.0,0.06099999,0.30653262,0.199 - 1.12,-0.86,-0.76785713,0.199,1.12,1561733940.0,1561733940.0,1561733940.0,,,,PREPRE,,,0.26,
1649.HK,en-US,US,EQUITY,False,HKD,821547008.0,,1.19,0.00999999,0.008403352,1.19,0.00999999,0.008403352,3416232192.0,,,15,0,False,3,HKG,IMEEI,"Inner Mongolia Energy Engineering Co., Ltd.",finmb_528867429,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.00999999,0.840335,1561709341,1.2,1.2,1.15 - 1.2,1.15,1500341400000.0,26000.0,1.19,1.14,1.19,0.0,0.0,HKSE,CNY,1.16,0.0,0.0,0.05000007,0.043478325,1.15 - 1.2,0.0,0.0,1.15,1.2,,,,,,,PREPRE,,,1.2,
1651.HK,en-US,US,EQUITY,False,HKD,381001984.0,0.631,6.284,0.065999985,0.010502862,6.8957043,-0.54570436,-0.079136856,2419362560.0,,10.063392,15,0,False,3,HKG,TSUGAMI CHINA,Precision Tsugami (China) Corporation Limited,finmb_109647361,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.1500001,-2.3076937,1589356672,6.35,6.4,6.1 - 6.4,6.1,1506303000000.0,35000.0,6.5,5.93,6.35,0.0,0.0,HKSE,CNY,6.1,87225.0,5833.0,1.02,0.19136961,5.33 - 8.6,-2.2500005,-0.26162794,5.33,8.6,,,,0.046,,0.0070769233,PREPRE,,,6.35,
1656.HK,en-US,US,EQUITY,False,HKD,429572992.0,0.271,0.884,0.075999975,0.08597282,1.0873944,-0.12739438,-0.117155634,484141408.0,,3.5424354,15,0,False,3,HKG,ISDN HOLDINGS,ISDN Holdings Limited,finmb_24193247,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.029999971,3.2258034,1589769514,0.96,0.94,0.94 - 0.94,0.94,1484184600000.0,2000.0,0.93,0.96,1.12,0.0,0.0,HKSE,SGD,0.94,3417.0,3333.0,0.13,0.15662651,0.83 - 1.35,-0.39000005,-0.28888893,0.83,1.35,,,,0.004,,0.0043010754,PREPRE,,,0.96,
1656.HK,en-US,US,EQUITY,False,HKD,429572992.0,0.271,0.884,0.075999975,0.08597282,1.0873944,-0.12739438,-0.117155634,484141408.0,,3.5424354,15,0,False,3,HKG,ISDN HOLDINGS,ISDN Holdings Limited,finmb_24193247,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.029999971,3.2258034,1589769514,0.96,0.94,0.94 - 0.94,0.94,1484184600000.0,2000.0,0.93,0.96,1.12,0.0,0.0,HKSE,SGD,0.94,3417.0,3333.0,0.13,0.15662651,0.83 - 1.35,-0.39000005,-0.28888893,0.83,1.35,,,,0.004,,0.0043010754,PREPRE,,,0.96,
1658.HK,en-US,US,EQUITY,False,HKD,19856199680.0,0.79,4.595714,0.074285984,0.016164187,4.988521,-0.31852102,-0.06385079,465667162112.0,6.064935,5.911392,15,0,False,3,HKG,PSBC,"Postal Savings Bank of China Co., Ltd.",finmb_27620446,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.010000229,0.2145972,1589789320,4.67,4.69,4.61 - 4.69,4.61,1475026200000.0,41673930.0,4.66,4.67,4.68,0.0,0.0,HKSE,CNY,4.69,33251956.0,39087291.0,0.42000008,0.09882355,4.25 - 5.44,-0.77,-0.14154412,4.25,5.44,1572346740.0,1572346740.0,1572346740.0,0.022,,0.00472103,PREPRE,,0.77,4.67,
1660.HK,en-US,US,EQUITY,False,HKD,6194999808.0,0.054,1.3954285,0.004571438,0.00327601,1.338169,0.061830997,0.046205673,8672999424.0,,25.925924,15,0,False,3,HKG,ZHAOBANGJI PPT,Zhaobangji Properties Holdings Limited,finmb_418166910,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.00999999,0.7194238,1589788706,1.4,1.41,1.39 - 1.41,1.39,1486690200000.0,2272000.0,1.39,1.38,1.41,0.0,0.0,HKSE,HKD,1.4,2521621.0,2316000.0,0.39999998,0.39999998,1.0 - 2.0,-0.6,-0.3,1.0,2.0,1561733940.0,1561733940.0,1561733940.0,,,,PREPRE,,,1.4,
1661.HK,en-US,US,EQUITY,False,HKD,1592940032.0,0.11,0.14045714,0.011542857,0.082180634,0.15840141,-0.0064014196,-0.040412642,242126880.0,,1.3818182,15,0,False,3,HKG,WISDOM SPORTS,Wisdom Sports Group,finmb_242233032,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0019999892,1.3333261,1589788307,0.152,0.155,0.137 - 0.155,0.137,1373506200000.0,531000.0,0.15,0.141,0.151,0.0,0.0,HKSE,CNY,0.154,1222062.0,1592333.0,0.08,1.1111112,0.072 - 0.475,-0.323,-0.68000007,0.072,0.475,,,,0.009,2.113048,0.059999995,PREPRE,0.071934,,0.152,
1662.HK,en-US,US,EQUITY,False,HKD,500000000.0,0.679,1.6571429,-0.097142935,-0.058620736,1.8223239,-0.26232398,-0.14395024,780000000.0,,2.297496,15,0,False,3,HKG,YEE HOP HLDGS,Yee Hop Holdings Limited,finmb_318320447,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589778027,1.56,1.56,1.52 - 1.56,1.52,1450402200000.0,12000.0,1.56,1.51,1.56,0.0,0.0,HKSE,HKD,1.52,185312.0,32000.0,0.059999943,0.03999996,1.5 - 2.1,-0.53999996,-0.25714284,1.5,2.1,1561647540.0,1561647540.0,1561647540.0,,,,PREPRE,,,1.56,
1663.HK,en-US,US,EQUITY,False,HKD,2464000000.0,0.083,0.12702857,-0.0010285676,-0.008097135,0.14111267,-0.015112668,-0.10709646,310464000.0,,1.5180724,15,0,False,3,HKG,S HARBOURHOLD,Sino Harbour Holdings Group Limited,finmb_137168658,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589356434,0.126,0.125,0.118 - 0.125,0.118,1311298200000.0,1141079.0,0.126,0.115,0.129,0.0,0.0,HKSE,CNY,0.118,636286.0,419846.0,0.026,0.26,0.1 - 0.4,-0.274,-0.68499994,0.1,0.4,1561561140.0,1561561140.0,1561561140.0,0.001,12.851897,0.007936508,PREPRE,0.009804,,0.126,
1665.HK,en-US,US,EQUITY,False,HKD,1600000000.0,0.045,1.3491428,0.010857224,0.008047499,1.7247887,-0.36478865,-0.21149759,2176000000.0,,30.222221,15,0,False,3,HKG,PENTAMASTER,Pentamaster International Limited,finmb_531036744,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.049999952,-3.546096,1589788777,1.36,1.4,1.35 - 1.4,1.35,1516325400000.0,1216000.0,1.41,1.36,1.37,0.0,0.0,HKSE,MYR,1.38,3402992.0,1253319.0,0.6,0.7894737,0.76 - 2.43,-1.07,-0.44032922,0.76,2.43,1551283140.0,1551283140.0,1551283140.0,,,,PREPRE,,,1.36,
1666.HK,en-US,US,EQUITY,False,HKD,628704000.0,0.598,6.0548573,0.0051426888,0.0008493493,6.938169,-0.87816906,-0.12657072,7761526784.0,8.657143,10.13378,15,0,False,3,HKG,TONG REN TANG,Tong Ren Tang Technologies Co. Ltd.,finmb_5449412,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.05000019,-0.8183337,1589789320,6.06,6.27,6.03 - 6.27,6.03,972955800000.0,2493000.0,6.11,6.05,6.06,0.0,0.0,HKSE,CNY,6.09,2272050.0,1795251.0,0.5499997,0.09981845,5.51 - 10.18,-4.1200004,-0.40471515,5.51,10.18,1524927540.0,1524927540.0,1524927540.0,0.026,16.432783,0.004255319,PREPRE,0.368775,0.7,6.06,
1667.HK,en-US,US,EQUITY,False,HKD,800000000.0,,0.13165714,0.008342862,0.0633681,0.15669718,-0.016697183,-0.10655701,112000000.0,,,15,0,False,3,HKG,MILESTONE BUILD,Milestone Builder Holdings Limited,finmb_424157136,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.004999995,3.7037,1589778234,0.14,0.142,0.125 - 0.142,0.125,1491528600000.0,90000.0,0.135,0.13,0.14,0.0,0.0,HKSE,,0.125,671562.0,6476666.0,0.052,0.5909091,0.088 - 0.41,-0.26999998,-0.65853655,0.088,0.41,1561647540.0,1561647540.0,1561647540.0,,,,PREPRE,,,0.14,
1668.HK,en-US,US,EQUITY,False,HKD,8091890176.0,4.163,0.73457146,-0.014571428,-0.019836638,0.86281693,-0.1428169,-0.16552399,5826161152.0,4.0,0.1729522,15,0,False,3,HKG,CHINASOUTHCITY,China South City Holdings Limited,finmb_60367754,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589789320,0.72,0.73,0.71 - 0.73,0.71,1254274200000.0,2456000.0,0.72,0.72,0.73,0.0,0.0,HKSE,HKD,0.71,9551726.0,5102388.0,0.050000012,0.07462688,0.67 - 1.2,-0.48000002,-0.4,0.67,1.2,,,,0.05,1.7852716,0.06944444,PREPRE,0.4033,0.18,0.72,
1669.HK,en-US,US,EQUITY,False,HKD,400000000.0,1.966,0.5988571,-0.058857083,-0.09828235,0.62697184,-0.08697182,-0.13871726,216000016.0,,0.2746694,15,0,False,3,HKG,GIC GROUP,Global International Credit Group Limited,finmb_269773954,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.01999998,-3.5714252,1589521008,0.54,0.59,0.47 - 0.59,0.47,1418347800000.0,128000.0,0.56,0.52,0.54,0.0,0.0,HKSE,HKD,0.54,24937.0,31666.0,0.07000002,0.14893621,0.47 - 0.84,-0.29999995,-0.3571428,0.47,0.84,1553698740.0,1553698740.0,1553698740.0,0.047,,0.08392857,PREPRE,,,0.54,
1673.HK,en-US,US,EQUITY,False,HKD,733857024.0,0.161,2.652,0.2980001,0.11236806,2.859507,0.090492964,0.031646352,2164878336.0,,18.322983,15,0,False,3,HKG,HUAZHANG TECH,Huazhang Technology Holding Limited,finmb_145861573,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589788743,2.95,3.0,2.95 - 3.0,2.95,1368667800000.0,90000.0,2.95,2.95,3.05,0.0,0.0,HKSE,CNY,2.95,64968.0,16333.0,1.1500001,0.63888896,1.8 - 4.12,-1.1699998,-0.28398055,1.8,4.12,1551369540.0,1551369540.0,1551369540.0,0.004,50.182873,0.0013559322,PREPRE,0.058785,,2.95,
1676.HK,en-US,US,EQUITY,False,HKD,1000000000.0,0.062,0.08245714,-0.020457141,-0.24809423,0.12053521,-0.05853521,-0.48562747,62000000.0,,1.0,15,0,False,3,HKG,C SHENGHAI FOOD,China Shenghai Food Holdings Company Limited,finmb_435136497,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.0040000007,-6.060607,1589789320,0.062,0.072,0.06 - 0.072,0.06,1500341400000.0,968000.0,0.066,0.062,0.064,0.0,0.0,HKSE,CNY,0.07,2529218.0,1614666.0,0.0020000003,0.03333334,0.06 - 0.238,-0.176,-0.73949575,0.06,0.238,1553266740.0,1553266740.0,1553266740.0,,,,PREPRE,,,0.062,
1678.HK,en-US,US,EQUITY,False,HKD,2169999872.0,0.145,0.0572,-0.012199998,-0.21328668,0.06861268,-0.023612678,-0.34414452,97650000.0,,0.31034485,15,0,False,3,HKG,CREATIVE GLOBAL,China Creative Global Holdings Limited,finmb_252496904,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.004999999,-9.999998,1589788760,0.045,0.05,0.044 - 0.05,0.044,1387503000000.0,1584000.0,0.05,0.044,0.045,0.0,0.0,HKSE,CNY,0.05,1000250.0,519666.0,0.001000002,0.022727318,0.044 - 0.138,-0.092999995,-0.673913,0.044,0.138,1553871540.0,1553871540.0,1553871540.0,0.002,,0.040000003,PREPRE,-0.107901,,0.045,
1679.HK,en-US,US,EQUITY,False,HKD,986619008.0,0.07,0.672,0.148,0.2202381,1.019507,-0.19950706,-0.19568972,809027584.0,,11.714286,15,0,False,3,HKG,RISECOMM GP,Risecomm Group Holdings Limited,finmb_431143952,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.00999999,1.2345667,1589788750,0.82,0.82,0.79 - 0.82,0.79,1496971800000.0,3310000.0,0.81,0.79,0.81,0.0,0.0,HKSE,CNY,0.79,670234.0,1537083.0,0.51,1.6451613,0.31 - 1.5,-0.68,-0.45333335,0.31,1.5,1553785140.0,1553785140.0,1553785140.0,,,,PREPRE,,,0.82,
1680.HK,en-US,US,EQUITY,False,HKD,6203559936.0,1.2,0.926,0.04400003,0.04751623,0.9779577,-0.007957697,-0.008137057,6017453568.0,,0.80833334,15,0,False,3,HKG,MACAU LEGEND,Macau Legend Development Limited,finmb_216310363,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.030000031,3.1914926,1589789320,0.97,0.97,0.94 - 0.97,0.94,1372987800000.0,454000.0,0.94,0.95,0.97,0.0,0.0,HKSE,HKD,0.94,1275252.0,630833.0,0.15000004,0.18292688,0.82 - 1.28,-0.30999994,-0.24218746,0.82,1.28,1553785140.0,1553785140.0,1553785140.0,,,,PREPRE,-0.081,,0.97,
