code,language,region,quoteType,triggerable,currency,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,tradeable,priceHint,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,firstTradeDateMilliseconds,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,marketState,epsTrailingTwelveMonths,epsForward,price,dividendDate
0187.HK,en-US,US,EQUITY,False,HKD,100000000.0,0.196,1.3751428,-0.17514277,-0.12736332,1.4053521,-0.20535207,-0.14612144,1072749632.0,,6.1224494,15,0,False,3,HKG,JINGCHENG MAC,Beijing Jingcheng Machinery Electric Company Limited,finmb_5722656,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.14999998,-11.111109,1589788453,1.2,1.3,1.2 - 1.3,1.2,946949400000.0,6000.0,1.35,1.2,1.3,0.0,0.0,HKSE,CNY,1.3,158406.0,17333.0,0.19000006,0.18811888,1.01 - 1.7,-0.5,-0.29411763,1.01,1.7,,,,,,,PREPRE,-0.346425,,1.2,
0188.HK,en-US,US,EQUITY,False,HKD,7127609856.0,0.147,0.051285714,-0.00028571486,-0.005571042,0.05059155,0.00040844828,0.008073448,363508096.0,,0.34693876,15,0,False,3,HKG,SUNWAH KINGSWAY,Sunwah Kingsway Capital Holdings Limited,finmb_8292761,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0009999983,1.9999965,1589784438,0.051,0.051,0.05 - 0.051,0.05,968981400000.0,3440000.0,0.05,0.049,0.051,0.0,0.0,HKSE,HKD,0.05,5093398.0,539583.0,0.004999999,0.108695626,0.046 - 0.065,-0.013999999,-0.2153846,0.046,0.065,1550073540.0,1550073540.0,1550073540.0,0.004,,0.080000006,PREPRE,-0.0047,,0.051,
0189.HK,en-US,US,EQUITY,False,HKD,2111689984.0,0.537,3.285143,0.19485712,0.059314657,3.7576761,-0.2776761,-0.0738957,7348681216.0,,6.480447,15,0,False,3,HKG,DONGYUE GROUP,Dongyue Group Limited,finmb_39140421,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.029999971,0.86956435,1589789320,3.48,3.49,3.38 - 3.49,3.38,1197250200000.0,3005000.0,3.45,3.48,3.49,0.0,0.0,HKSE,CNY,3.38,5429491.0,3666184.0,0.70000005,0.25179857,2.78 - 5.46,-1.98,-0.36263737,2.78,5.46,,,,0.036,4.4487057,0.010434782,PREPRE,0.78225,,3.48,
0190.HK,en-US,US,EQUITY,False,HKD,511335008.0,25.118,5.6371427,-0.32714272,-0.05803343,6.1794367,-0.86943674,-0.14069839,2715188736.0,,0.21140218,15,0,False,3,HKG,HKC (HOLDINGS),HKC (Holdings) Limited,finmb_877007,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.17999983,-3.2786856,1589788469,5.31,5.38,5.31 - 5.38,5.31,1122859800000.0,17117.0,5.49,5.3,5.36,0.0,0.0,HKSE,HKD,5.38,42988.0,24159.0,1.0099998,0.23488365,4.3 - 7.6,-2.29,-0.30131578,4.3,7.6,1553093940.0,1553093940.0,1553093940.0,0.26,10.056818,0.047358833,PREPRE,0.528,,5.31,
0191.HK,en-US,US,EQUITY,False,HKD,388483008.0,56.472,8.184571,0.115428925,0.014103234,9.125281,-0.82528114,-0.090438984,3224409088.0,,0.1469755,15,0,False,3,HKG,LAI SUN INT'L,Lai Sun Garment (International) Limited,finmb_875874,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589268659,8.3,8.3,8.3 - 8.3,8.3,1125279000000.0,2000.0,8.3,7.93,8.3,0.0,0.0,HKSE,HKD,8.3,4934.0,2565.0,0.6000004,0.07792213,7.7 - 11.14,-2.8400002,-0.25493717,7.7,11.14,1553871540.0,1553871540.0,1553871540.0,0.074,1.1449856,0.008915663,PREPRE,7.249,,8.3,
0193.HK,en-US,US,EQUITY,False,HKD,194338000.0,5.137,0.49542856,-0.04042855,-0.081603184,0.75450706,-0.29950705,-0.39695725,88423792.0,,0.0885731,15,0,False,3,HKG,CAPITAL ESTATE,Capital Estate Limited,finmb_7657639,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589788744,0.455,0.455,0.405 - 0.455,0.405,1127957400000.0,24800.0,0.455,0.43,0.47,0.0,0.0,HKSE,HKD,0.455,12166.0,2166.0,0.050000012,0.12345682,0.405 - 1.4,-0.94499993,-0.67499995,0.405,1.4,1553785140.0,1553785140.0,1553785140.0,,,,PREPRE,-0.0174,,0.455,
0194.HK,en-US,US,EQUITY,False,HKD,378583008.0,32.738,7.780286,0.13971424,0.01795747,9.492253,-1.5722532,-0.1656354,2998377472.0,,0.24192071,15,0,False,3,HKG,LIU CHONG HING,Liu Chong Hing Investment Limited,finmb_4462840,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.07999992,1.0204072,1589787041,7.92,7.99,7.8 - 7.99,7.8,946949400000.0,62000.0,7.84,7.91,8.06,0.0,0.0,HKSE,HKD,7.8,131467.0,51436.0,1.1199999,0.16470586,6.8 - 12.66,-4.74,-0.37440756,6.8,12.66,1551974340.0,1551974340.0,1551974340.0,0.6,6.9473686,0.07653061,PREPRE,1.14,,7.92,
0195.HK,en-US,US,EQUITY,False,HKD,6830000128.0,0.063,0.116085716,-0.016085714,-0.13856755,0.13417606,-0.03417606,-0.25471056,683000000.0,,1.5873016,15,0,False,3,HKG,GREENTECH INTL,Greentech Technology International Limited,finmb_49924177,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589788560,0.1,0.108,0.1 - 0.108,0.1,1226453400000.0,1850000.0,0.1,0.1,0.102,0.0,0.0,HKSE,HKD,0.1,975078.0,1250000.0,0.058000002,1.3809525,0.042 - 0.2,-0.1,-0.5,0.042,0.2,1553266740.0,1553266740.0,1553266740.0,,,,PREPRE,-0.0281,,0.1,
0196.HK,en-US,US,EQUITY,False,HKD,5356000256.0,0.113,0.24074286,-0.010742858,-0.044623785,0.38743663,-0.15743662,-0.40635452,1231880064.0,-2.3,2.0353982,15,0,False,3,HKG,HONGHUA GROUP,Honghua Group Limited,finmb_41865408,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.0029999912,-1.2875499,1589789320,0.23,0.234,0.228 - 0.234,0.228,1204853400000.0,1069000.0,0.233,0.23,0.232,0.0,0.0,HKSE,CNY,0.23,7476951.0,2419666.0,0.015000001,0.069767445,0.215 - 0.69,-0.45999998,-0.6666666,0.215,0.69,1585580340.0,1585580340.0,1585580340.0,,10.138858,,PREPRE,0.022685,-0.1,0.23,
0197.HK,en-US,US,EQUITY,False,HKD,1872700032.0,0.957,0.12571429,-0.015714288,-0.12500001,0.1566831,-0.046683103,-0.297946,205997008.0,,0.11494253,15,0,False,3,HKG,HENG TAI,Heng Tai Consumables Group Limited,finmb_5397526,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589788315,0.11,0.11,0.105 - 0.11,0.105,1007343000000.0,251635.0,0.11,0.106,0.11,0.0,0.0,HKSE,HKD,0.105,1649545.0,960223.0,0.0069999993,0.06796116,0.103 - 0.245,-0.135,-0.55102044,0.103,0.245,1551283140.0,1551283140.0,1551283140.0,,,,PREPRE,-0.15,,0.11,
0199.HK,en-US,US,EQUITY,False,HKD,957392000.0,4.763,0.91257143,0.0574286,0.062930524,1.0921831,-0.122183084,-0.11187051,928670272.0,,0.20365317,15,0,False,3,HKG,ITC PROPERTIES,ITC Properties Group Limited,finmb_877930,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589787531,0.97,0.97,0.93 - 0.97,0.93,1051839000000.0,43200.0,0.97,0.93,0.97,0.0,0.0,HKSE,HKD,0.93,282953.0,508495.0,0.17000002,0.21250002,0.8 - 1.86,-0.89,-0.4784946,0.8,1.86,,,,0.15,6.4666667,0.15463917,PREPRE,0.15,,0.97,
0200.HK,en-US,US,EQUITY,False,HKD,1514659968.0,11.229,13.402286,0.6977148,0.05205939,17.197746,-3.097746,-0.1801251,21356705792.0,,1.2556773,15,0,False,3,HKG,MELCO INT'L DEV,Melco International Development Limited,finmb_7652986,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.26000023,1.8786143,1589789320,14.1,14.18,13.52 - 14.18,13.52,946949400000.0,5606337.0,13.84,14.06,14.1,0.0,0.0,HKSE,HKD,13.82,5437686.0,6574885.0,4.08,0.4071856,10.02 - 22.8,-8.699999,-0.38157892,10.02,22.8,1589459400.0,1589459400.0,1589459400.0,0.091,30.652174,0.0065751444,PREPRE,0.46,,14.1,
0201.HK,en-US,US,EQUITY,False,HKD,8947050496.0,0.446,0.1236,-0.0066,-0.053398058,0.1478169,-0.030816898,-0.20848021,1046804928.0,,0.26233184,15,0,False,3,HKG,MAGNIFICENT,Magnificent Hotel Investments Limited,finmb_8088209,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589529301,0.117,0.118,0.11 - 0.118,0.11,946949400000.0,464000.0,0.117,0.113,0.118,0.0,0.0,HKSE,HKD,0.112,323204.0,243666.0,0.0069999993,0.063636355,0.11 - 0.192,-0.075,-0.390625,0.11,0.192,1552060740.0,1552060740.0,1552060740.0,0.001,32.5,0.008547009,PREPRE,0.0036,,0.117,
0202.HK,en-US,US,EQUITY,False,HKD,7294369792.0,0.298,0.19394286,0.004057139,0.02091925,0.20944366,-0.01144366,-0.054638367,1444285184.0,,0.6644295,15,0,False,3,HKG,EVERCHINA INT'L,EverChina Int'l Holdings Company Limited,finmb_4481085,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589788612,0.198,0.199,0.194 - 0.199,0.194,946949400000.0,315000.0,0.198,0.194,0.198,0.0,0.0,HKSE,HKD,0.197,727523.0,86500.0,0.029,0.17159763,0.169 - 0.232,-0.033999994,-0.1465517,0.169,0.232,1561647540.0,1561647540.0,1561647540.0,,,,PREPRE,-0.1128,,0.198,
0204.HK,en-US,US,EQUITY,False,HKD,1058190016.0,0.064,0.1092,-0.0072000027,-0.06593409,0.12507747,-0.023077473,-0.18450543,107935376.0,,1.5937499,15,0,False,3,HKG,CHINA INV DEV,China Investment Development Limited,finmb_7652745,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.0050000027,-4.6728997,1589782647,0.102,0.106,0.1 - 0.106,0.1,976584600000.0,812000.0,0.107,0.099,0.102,0.0,0.0,HKSE,HKD,0.107,567218.0,23333.0,0.018,0.2142857,0.084 - 0.17,-0.068,-0.4,0.084,0.17,,,,,,,PREPRE,,,0.102,
0205.HK,en-US,US,EQUITY,False,HKD,318676992.0,1.256,0.14551428,0.014485717,0.09954842,0.050415494,0.1095845,2.1736274,50988316.0,,0.12738852,15,0,False,3,HKG,SEEC MEDIA,SEEC Media Group Limited,finmb_7689729,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.013999999,-8.045977,1589788470,0.16,0.173,0.16 - 0.173,0.16,1059355800000.0,210000.0,0.012,0.153,0.0,0.0,0.0,HKSE,HKD,0.173,5090562.0,97808.0,0.14999999,14.999999,0.01 - 0.275,-0.11500001,-0.41818184,0.01,0.275,1553871540.0,1553871540.0,1553871540.0,,,,PREPRE,-0.31,,0.16,
0206.HK,en-US,US,EQUITY,False,HKD,3069040128.0,0.039,0.21242857,0.032571435,0.15332888,0.27176055,-0.026760548,-0.09847105,751914816.0,,6.282051,15,0,False,3,HKG,CMIC OCEAN,"CMIC Ocean En-Tech Holding Co., Ltd.",finmb_24887298,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589788221,0.245,0.245,0.245 - 0.245,0.245,957490200000.0,200000.0,0.245,0.201,0.245,0.0,0.0,HKSE,USD,0.245,506593.0,625833.0,0.134,1.2072072,0.111 - 0.39,-0.14499998,-0.37179485,0.111,0.39,1553785140.0,1553785140.0,1553785140.0,,8.989506,,PREPRE,0.027254,,0.245,
0207.HK,en-US,US,EQUITY,False,HKD,14231100416.0,0.311,0.60885715,-0.028857172,-0.047395635,0.76014084,-0.18014085,-0.23698352,8254038016.0,7.25,1.8649517,15,0,False,3,HKG,JOY CITY PPT,Joy City Property Limited,finmb_247235163,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589789320,0.58,0.58,0.57 - 0.58,0.57,947208600000.0,1698000.0,0.58,0.57,0.58,0.0,0.0,HKSE,CNY,0.58,3628372.0,10216767.0,0.03999996,0.074074,0.54 - 1.05,-0.46999997,-0.44761905,0.54,1.05,1553007540.0,1553007540.0,1553007540.0,0.005,4.8506336,0.00862069,PREPRE,0.119572,0.08,0.58,
0208.HK,en-US,US,EQUITY,False,HKD,4438969856.0,3.153,0.84742856,-0.037428558,-0.044167213,0.92464787,-0.114647865,-0.12399084,3595565568.0,,0.2568982,15,0,False,3,HKG,POLYTEC ASSET,Polytec Asset Holdings Limited,finmb_7652916,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.029999971,-3.5714252,1589789320,0.81,0.84,0.8 - 0.84,0.8,1085103000000.0,470000.0,0.84,0.81,0.83,0.0,0.0,HKSE,HKD,0.84,378753.0,260083.0,0.030000031,0.03846158,0.78 - 1.16,-0.34999996,-0.3017241,0.78,1.16,1553698740.0,1553698740.0,1553698740.0,0.073,5.084746,0.086904764,PREPRE,0.1593,,0.81,
0209.HK,en-US,US,EQUITY,False,HKD,3661860096.0,0.033,0.025657143,-0.0016571432,-0.06458799,0.025338028,-0.0013380274,-0.052807085,87884640.0,,0.72727275,15,0,False,3,HKG,WINSHINE SCI,Winshine Science Company Limited,finmb_7658649,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589788610,0.024,0.024,0.024 - 0.024,0.024,1015378200000.0,3780000.0,0.024,0.024,0.025,0.0,0.0,HKSE,HKD,0.024,51345907.0,2866666.0,0.0040000007,0.20000003,0.02 - 0.093,-0.069000006,-0.74193555,0.02,0.093,,,,,,,PREPRE,,,0.024,
0210.HK,en-US,US,EQUITY,False,HKD,1649139968.0,0.42,0.12322857,-0.00022856891,-0.0018548369,0.13070422,-0.0077042207,-0.05894393,202844224.0,-2.46,0.29285717,15,0,False,3,HKG,DAPHNE INT'L,Daphne International Holdings Limited,finmb_6468238,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.0040000007,-3.1496067,1589788798,0.123,0.128,0.118 - 0.128,0.118,946949400000.0,2142000.0,0.127,0.123,0.128,0.0,0.0,HKSE,HKD,0.118,2026817.0,1158418.0,0.039000005,0.46428576,0.084 - 0.5,-0.377,-0.754,0.084,0.5,1553612340.0,1553612340.0,1553612340.0,0.0,,0.0,PREPRE,-0.649,-0.05,0.123,
0211.HK,en-US,US,EQUITY,False,HKD,5880479744.0,0.101,0.024542857,-0.0015428569,-0.06286379,0.031267606,-0.008267606,-0.26441443,135251040.0,,0.22772276,15,0,False,3,HKG,STYLAND HOLD,Styland Holdings Limited,finmb_878474,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589788398,0.023,0.024,0.022 - 0.024,0.022,978658200000.0,2170000.0,0.023,0.023,0.024,0.0,0.0,HKSE,HKD,0.023,13170796.0,10471229.0,0.0030000005,0.15000002,0.02 - 0.095,-0.072,-0.7578947,0.02,0.095,,,,0.001,621.6216,0.04347826,PREPRE,3.7e-05,,0.023,
0212.HK,en-US,US,EQUITY,False,HKD,34395200.0,154.357,45.052856,-0.052856445,-0.0011732096,48.308098,-3.3080978,-0.06847916,1547783936.0,,0.29153198,15,0,False,3,HKG,NANYANG HOLD,Nanyang Holdings Limited,finmb_4468980,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589787128,45.0,45.0,45.0 - 45.0,45.0,946949400000.0,4000.0,45.0,44.7,45.0,0.0,0.0,HKSE,HKD,45.0,2300.0,1416.0,1.5,0.03448276,43.5 - 62.45,-17.45,-0.27942353,43.5,62.45,1553698740.0,1553698740.0,1553698740.0,0.7,25.714285,0.015555555,PREPRE,1.75,,45.0,
0213.HK,en-US,US,EQUITY,False,HKD,997758976.0,2.386,1.0745715,-0.0145715475,-0.013560333,1.1066902,-0.046690226,-0.042189065,1057624448.0,,0.44425815,15,0,False,3,HKG,NATIONAL ELEC H,National Electronics Holdings Limited,finmb_4468983,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.0200001,-1.851861,1589787513,1.06,1.08,1.06 - 1.08,1.06,946949400000.0,174000.0,1.08,1.06,1.08,0.0,0.0,HKSE,HKD,1.06,182123.0,9000.0,0.06999993,0.070707,0.99 - 1.26,-0.20000005,-0.1587302,0.99,1.26,,,,0.035,4.8847923,0.032407407,PREPRE,0.217,,1.06,
0214.HK,en-US,US,EQUITY,False,HKD,840873984.0,15.528,0.90914285,0.0008571744,0.00094283797,1.1184508,-0.20845073,-0.18637453,765195328.0,,0.058603816,15,0,False,3,HKG,ASIA ORIENT,Asia Orient Holdings Limited,finmb_92843,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.01999998,-2.1505356,1589355547,0.91,0.93,0.93 - 0.93,0.93,1038274200000.0,1946.0,0.93,0.89,0.91,0.0,0.0,HKSE,HKD,0.93,23606.0,11261.0,0.15000004,0.19736847,0.76 - 1.53,-0.61999995,-0.40522873,0.76,1.53,,,,0.018,1.358209,0.019354837,PREPRE,0.67,,0.91,
0215.HK,en-US,US,EQUITY,False,HKD,4819100160.0,2.482,1.3297143,-0.019714355,-0.014826008,1.4521831,-0.14218318,-0.09790996,6313020928.0,16.375,0.52780014,15,0,False,3,HKG,HUTCHTEL HK,Hutchison Telecommunications Hong Kong Holdings Limited,finmb_58203425,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589789320,1.31,1.32,1.3 - 1.32,1.3,1080783000000.0,1528000.0,1.31,1.31,1.32,0.0,0.0,HKSE,HKD,1.3,3497925.0,2914183.0,0.16999996,0.14912277,1.14 - 1.95,-0.6400001,-0.32820517,1.14,1.95,1582894800.0,1595948340.0,1596470400.0,0.067,14.7191,0.051145043,PREPRE,0.089,0.08,1.31,
0216.HK,en-US,US,EQUITY,False,HKD,0.0,14.208,1.6565714,-0.016571403,-0.010003434,2.0987325,-0.4587325,-0.21857597,904243520.0,,0.115427926,15,0,False,3,HKG,CHINNEY INV,"Chinney Investments, Limited",finmb_875400,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.08000004,-4.651165,1589773179,1.64,1.58,1.58 - 1.58,1.58,946949400000.0,12000.0,1.72,1.72,1.74,0.0,0.0,HKSE,HKD,1.58,42281.0,12000.0,0.18999994,0.13103443,1.45 - 2.73,-1.09,-0.3992674,1.45,2.73,,,,0.05,1.1549296,0.029069768,PREPRE,1.42,,1.64,
0217.HK,en-US,US,EQUITY,False,HKD,5808739840.0,0.479,0.17871429,-0.0107142925,-0.059952077,0.20138028,-0.033380285,-0.16575746,975868288.0,,0.3507307,15,0,False,3,HKG,CHINA CHENGTONG,China Chengtong Development Group Limited,finmb_7658314,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589521492,0.168,0.168,0.166 - 0.168,0.166,1058146200000.0,424800.0,0.168,0.161,0.168,0.0,0.0,HKSE,HKD,0.166,591637.0,661800.0,0.016000003,0.10526318,0.152 - 0.3,-0.13200001,-0.44000003,0.152,0.3,1551110340.0,1551110340.0,1551110340.0,,20.487804,,PREPRE,0.0082,,0.168,
0218.HK,en-US,US,EQUITY,False,HKD,1561139968.0,2.509,0.9322857,-0.03228575,-0.034630746,1.1051408,-0.20514083,-0.18562415,1405025920.0,,0.35870862,15,0,False,3,HKG,SWHYHK,Shenwan Hongyuan (H.K.) Limited,finmb_4481123,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.01999998,2.272725,1589788253,0.9,0.91,0.89 - 0.91,0.89,946949400000.0,155000.0,0.88,0.89,0.9,0.0,0.0,HKSE,HKD,0.91,396877.0,340000.0,0.01999998,0.022727251,0.88 - 1.68,-0.78,-0.4642857,0.88,1.68,1550246340.0,1550246340.0,1550246340.0,0.03,9.605123,0.03409091,PREPRE,0.0937,,0.9,
0219.HK,en-US,US,EQUITY,False,HKD,579753024.0,13.888,1.7828572,0.087142825,0.048878185,2.0460563,-0.17605627,-0.086046636,1084138112.0,,0.13464862,15,0,False,3,HKG,SHUNHO PROPERTY,Shun Ho Property Investments Limited,finmb_8088273,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.03999996,2.1857903,1589183860,1.87,1.87,1.83 - 1.87,1.83,946949400000.0,170.0,1.83,1.68,1.87,0.0,0.0,HKSE,HKD,1.84,12365.0,1433.0,0.36,0.2384106,1.51 - 2.99,-1.12,-0.37458193,1.51,2.99,1552060740.0,1552060740.0,1552060740.0,0.019,55.325447,0.0103825135,PREPRE,0.0338,,1.87,
0220.HK,en-US,US,EQUITY,False,HKD,4319329792.0,0.454,7.7611427,0.58885765,0.07587255,8.001831,0.34816933,0.04351121,36066406400.0,28.793106,18.39207,15,0,False,3,HKG,U-PRESID CHINA,Uni-President China Holdings Ltd,finmb_38966452,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.009999275,-0.11960856,1589789320,8.35,8.42,8.19 - 8.42,8.19,1197855000000.0,4226000.0,8.36,8.35,8.38,0.0,0.0,HKSE,CNY,8.33,4043340.0,3596216.0,2.1900005,0.35551956,6.16 - 9.97,-1.6199999,-0.16248745,6.16,9.97,1589381940.0,1596553140.0,1597075200.0,0.022,23.623274,0.002631579,PREPRE,0.353465,0.29,8.35,
0221.HK,en-US,US,EQUITY,False,HKD,556432000.0,2.019,0.50442857,0.08557141,0.16964029,0.45602113,0.13397884,0.29379964,328294880.0,,0.29222384,15,0,False,3,HKG,EASY ONE FIN,Easy One Financial Group Limited,finmb_7652939,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589788695,0.59,0.6,0.59 - 0.6,0.59,1036632600000.0,564800.0,0.59,0.58,0.59,0.0,0.0,HKSE,HKD,0.59,2577691.0,2108875.0,0.19999999,0.5128205,0.39 - 0.75,-0.16000003,-0.21333337,0.39,0.75,1561474740.0,1561474740.0,1561474740.0,,4.6640315,,PREPRE,0.1265,,0.59,
0222.HK,en-US,US,EQUITY,False,HKD,597257024.0,11.793,2.7368572,-0.03685713,-0.013466953,3.002535,-0.30253506,-0.10075987,1618566272.0,,0.22894938,15,0,False,3,HKG,MIN XIN HOLD,Min Xin Holdings Limited,finmb_876937,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.00999999,-0.36900333,1589264634,2.7,2.7,2.7 - 2.7,2.7,946949400000.0,10000.0,2.71,2.66,2.87,0.0,0.0,HKSE,HKD,2.7,3808.0,1666.0,0.18000007,0.0714286,2.52 - 5.29,-2.59,-0.489603,2.52,5.29,1553698740.0,1553698740.0,1553698740.0,0.1,2.8216114,0.036900368,PREPRE,0.9569,,2.7,
0223.HK,en-US,US,EQUITY,False,HKD,2965969920.0,0.061,0.06771429,-0.011714287,-0.17299579,0.09245071,-0.036450706,-0.3942718,166094320.0,,0.9180328,15,0,False,3,HKG,ELIFE HLDGS,Elife Holdings Limited,finmb_7652909,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.003999997,-6.6666617,1589788595,0.056,0.061,0.056 - 0.061,0.056,1018402200000.0,400000.0,0.06,0.056,0.06,0.0,0.0,HKSE,HKD,0.061,576539.0,442833.0,0.0020000003,0.03703704,0.054 - 0.435,-0.379,-0.8712644,0.054,0.435,,,,,0.81159425,,PREPRE,0.069,,0.056,
0224.HK,en-US,US,EQUITY,False,HKD,0.0,6.214,1.1762857,0.023714304,0.020160327,1.3805634,-0.18056333,-0.1307896,1384848128.0,,0.19311233,15,0,False,3,HKG,PIONEER GLOBAL,Pioneer Global Group Limited,finmb_878116,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589524307,1.2,1.2,1.2 - 1.2,1.2,946949400000.0,12000.0,1.2,1.13,1.27,0.0,0.0,HKSE,HKD,1.2,9109.0,9166.0,0.110000014,0.10091744,1.09 - 1.73,-0.53,-0.30635837,1.09,1.73,,,,0.046,2.5657473,0.03833333,PREPRE,0.4677,,1.2,
0225.HK,en-US,US,EQUITY,False,HKD,110179000.0,50.247,12.566286,-0.16628647,-0.013232746,13.797464,-1.3974648,-0.10128417,1366219520.0,,0.24678089,15,0,False,3,HKG,POKFULAM,Pokfulam Development Company Limited,finmb_878692,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.06000042,-0.4815443,1588751983,12.4,12.4,12.38 - 12.4,12.38,947554200000.0,4000.0,12.46,12.28,12.4,0.0,0.0,HKSE,HKD,12.38,2000.0,0.0,0.29999924,0.024793325,12.1 - 17.5,-5.1000004,-0.2914286,12.1,17.5,,,,0.38,10.0,0.030497592,PREPRE,1.24,,12.4,
0226.HK,en-US,US,EQUITY,False,HKD,493153984.0,20.199,2.556857,0.033142805,0.012962322,2.6116197,-0.021619797,-0.008278309,1277268736.0,,0.12822416,15,0,False,3,HKG,LIPPO,Lippo Limited,finmb_5540945,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.00999999,-0.38461503,1588140846,2.59,2.6,2.6 - 2.6,2.6,946949400000.0,16619.0,2.6,2.48,2.6,0.0,0.0,HKSE,HKD,2.6,83598.0,0.0,0.40999985,0.18807332,2.18 - 3.28,-0.69000006,-0.21036588,2.18,3.28,,,,0.09,,0.034615386,PREPRE,-0.23,,2.59,
0227.HK,en-US,US,EQUITY,False,HKD,1418969984.0,1.857,0.32514286,-0.015142858,-0.04657294,0.37260562,-0.06260562,-0.16802113,439880704.0,,0.16693592,15,0,False,3,HKG,FIRST SHANGHAI,First Shanghai Investments Limited,finmb_2481328,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.004999995,1.6393427,1589786640,0.31,0.31,0.305 - 0.31,0.305,946949400000.0,248000.0,0.305,0.31,0.325,0.0,0.0,HKSE,HKD,0.305,506171.0,390666.0,0.00999999,0.0333333,0.3 - 0.56,-0.25,-0.44642857,0.3,0.56,1553871540.0,1553871540.0,1553871540.0,0.01,3.2258065,0.032786883,PREPRE,0.0961,,0.31,
0228.HK,en-US,US,EQUITY,False,HKD,9505340416.0,0.159,0.1658,0.0132,0.07961399,0.18174648,-0.0027464777,-0.015111587,1701456000.0,,1.1257862,15,0,False,3,HKG,CHINA ENERGY,China Energy Development Holdings Limited,finmb_9737178,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.008000001,4.6783633,1589788780,0.179,0.18,0.166 - 0.18,0.166,1013995800000.0,2736000.0,0.171,0.18,0.181,0.0,0.0,HKSE,HKD,0.171,4431531.0,2565000.0,0.059000008,0.49166673,0.12 - 0.255,-0.07599999,-0.29803917,0.12,0.255,1554044340.0,1554044340.0,1554044340.0,,,,PREPRE,-0.1348,,0.179,
